食品群,食品番号,索引番号,食品名,廃 棄 率,,,一般成分,一般成分,一般成分,一般成分,一般成分,,,,,一般成分,一般成分,,,,一般成分,無機質,無機質,無機質,無機質,無機質,無機質,無機質,無機質,無機質,無機質,無機質,無機質,無機質,"ビタミン
(ビタミンA)","ビタミン
(ビタミンA)","ビタミン
(ビタミンA)","ビタミン
(ビタミンA)","ビタミン　
(ビタミンA)","ビタミン
(ビタミンA)",ビタミン,"ビタミン　
(ビタミンE)","ビタミン　
(ビタミンE)","ビタミン　
(ビタミンE)","ビタミン　
(ビタミンE)",ビタミン,ビタミン,ビタミン,ビタミン,ビタミン,ビタミン,ビタミン,ビタミン,ビタミン,ビタミン,,,,,,,,,,,
,,,,廃棄,エネルギー（kcal）,エネルギー（kJ),水   分,たんぱく質,アミノ酸組成によるたんぱく質,脂   質,トリアシルグリセロール当量,飽和脂肪酸,一価不飽和脂肪酸,多価不飽和脂肪酸,コレステロール,炭水化物,利用可能炭水化物（単糖当量）,水溶性食物繊維,不溶性食物繊維,食物繊維総量,灰   分,ナトリウム,カリウム,カルシウム,マグネシウム,リン,鉄,亜鉛,銅,マンガン,ヨウ素,セレン,クロム,モリブデン,レチノール,α-カロテン,β-カロテン,β-クリプトキサンチン,β-カロテン当量,レチノール活性当量,ビタミンD,α-トコフェロール,β-トコフェロール,γ-トコフェロール,δ-トコフェロール,ビタミンK,ビタミンB1,ビタミンB2,ナイアシン,ビタミンB6,ビタミンB12,葉酸,パントテン酸,ビオチン,ビタミンC,食塩相当量,アルコール,硝酸イオン,テオブロミン,カフェイン,タンニン,ポリフェノール,酢酸,調理油,有機酸,重量変化率
,,,Tagnames,REFUSE,"ENERC_
KCAL",ENERC,WATER,－,PROTCAA,－,FATNLEA,FASAT,FAMS,FAPU,CHOLE,－,CHOAVLM,FIBSOL,FIBINS, FIBTG,ASH,NA,K,CA,MG,P,FE,ZN,CU,MN,ID,SE,CR,MO,RETOL,CARTA ,CARTB ,CRYPXB,CARTBEQ,VITA_RAE,VITD,TOCPHA,TOCPHB ,TOCPHG,TOCPHD,VITK,THIAHCL ,RIBF,NIA,VITB6A,VITB12,FOL,PANTAC,BIOT,VITC,NACL_EQ,ALC,NITRA ,THEBRN,CAFFN ,TAN,POLYPHENT,ACEAC,－,OA,－
,,,単位,%,kcal/100 g,kJ/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,mg/100 ｇ,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,µg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,µg/100 g,µg/100 g,mg/100 g,µg/100 g,mg/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,%
1,1043,41,こむぎ　［うどん・そうめん類］　そうめん・ひやむぎ　乾　,0,356,1490,12.5,9.5,8.6,1.1,(1.0),(0.25),(0.10),(0.56),(0),72.7,71.5,0.7,1.8,2.5,4.2,1500,120,17,22,70,0.6,0.4,0.12,0.44,0,16,1,14,(0),0,0,0,0,(0),(0),0.3,0.2,0,0,(0),0.08,0.02,0.9,0.03,(0),8,0.7,1.3,(0),3.8,-,-,-,-,-,-,-,-,-,-
1,1044,42,こむぎ　［うどん・そうめん類］　そうめん・ひやむぎ　ゆで　,0,127,531,70,3.5,3.3,0.4,(0.3),(0.09),(0.04),(0.20),(0),25.8,25.6,0.3,0.6,0.9,0.3,85,5,6,5,24,0.2,0.2,0.05,0.12,0,6,1,3,(0),0,0,0,0,(0),(0),0.1,0.1,0,0,(0),0.02,0.01,0.2,Tr,(0),2,0.25,0.4,(0),0.2,-,-,-,-,-,-,-,-,-,270
1,1045,43,こむぎ　［うどん・そうめん類］　手延そうめん・手延ひやむぎ　乾　,0,342,1431,14,9.3,8.4,1.5,1.4,0.38,0.23,0.75,(0),68.9,69.7,1.2,0.6,1.8,6.3,2300,110,20,23,70,0.6,0.4,0.14,0.43,1,22,1,16,(0),0,0,0,0,(0),(0),0.1,0.1,0.1,0,(0),0.06,0.02,0.9,0.03,(0),10,0.52,1.1,(0),5.8,-,-,-,-,-,-,-,-,-,-
1,1046,44,こむぎ　［うどん・そうめん類］　手延そうめん・手延ひやむぎ　ゆで　,0,127,531,70,3.5,(3.2),0.6,(0.6),(0.15),(0.09),(0.30),(0),25.5,(24.3),0.5,0.5,1,0.4,130,5,6,4,23,0.2,0.1,0.05,0.12,-,-,-,-,(0),0,0,0,0,(0),(0),Tr,Tr,0,0,(0),0.03,0.01,0.2,0,(0),2,0.16,-,(0),0.3,-,-,-,-,-,-,-,-,-,290
1,1047,45,こむぎ　［中華めん類］　中華めん　生　,0,281,1176,33,8.6,8.3,1.2,(1.0),(0.28),(0.11),(0.61),(0),55.7,52.2,0.7,1.4,2.1,1.5,410,350,21,13,66,0.5,0.4,0.09,0.35,Tr,33,1,20,(0),0,0,0,0,(0),(0),0.2,0.1,0,0,(0),0.02,0.02,0.6,0.02,(0),8,0.55,1,(0),1,-,-,-,-,-,-,-,-,-,-
1,1048,46,こむぎ　［中華めん類］　中華めん　ゆで　,0,149,623,65,4.9,4.6,0.6,(0.5),(0.14),(0.05),(0.31),(0),29.2,27.7,0.5,0.8,1.3,0.3,70,60,20,7,29,0.3,0.2,0.05,0.18,0,17,Tr,5,(0),0,0,0,0,(0),(0),0.1,0.1,0,0,(0),0.01,0.01,0.2,0,Tr,3,0.25,0.5,(0),0.2,-,-,-,-,-,-,-,-,-,190
1,1049,47,こむぎ　［中華めん類］　蒸し中華めん　　,0,198,828,54,5.3,4.6,1.7,(1.5),(0.39),(0.15),(0.86),(0),38.4,(35.9),0.7,1.2,1.9,0.6,170,86,9,10,100,0.3,0.2,0.07,0.29,-,-,-,-,(0),0,0,0,0,(0),(0),0.1,0.1,0,0,(0),0.01,0.01,0.4,0.02,(0),4,0.27,-,(0),0.4,-,-,-,-,-,-,-,-,-,-
1,1050,48,こむぎ　［中華めん類］　干し中華めん　乾　,0,365,1527,13,10.5,(9.1),1.6,(1.4),(0.37),(0.14),(0.81),(0),73,(67.8),1.6,1.3,2.9,1.9,500,310,18,24,120,0.7,0.6,0.16,0.45,-,-,-,-,(0),0,0,0,0,(0),(0),0.2,0.1,0,0,(0),0.03,0.03,1,0.05,(0),11,0.78,-,(0),1.3,-,-,-,-,-,-,-,-,-,-
1,1051,49,こむぎ　［中華めん類］　干し中華めん　ゆで　,0,140,586,67,4.1,(3.5),0.5,(0.4),(0.11),(0.04),(0.25),(0),28.1,(26.1),0.7,0.8,1.5,0.3,75,40,10,9,39,0.3,0.2,0.05,0.17,-,-,-,-,(0),0,0,0,0,(0),(0),Tr,Tr,0,0,(0),0.01,0.01,0.2,0,Tr,2,0.24,-,(0),0.2,-,-,-,-,-,-,-,-,-,250
1,1052,50,こむぎ　［中華めん類］　沖縄そば　生　,0,284,1188,32.3,9.2,(7.9),2,(1.7),(0.46),(0.18),(1.02),(0),54.2,(52.8),1.3,0.8,2.1,2.3,810,340,11,50,65,0.7,1.1,0.18,0.69,-,-,-,-,(0),-,-,-,(0),(0),(0),0.3,0.2,0,0,(0),0.02,0.04,0.8,0.11,(0),15,0.63,-,(0),2.1,-,-,-,-,-,-,-,-,-,-
1,1053,51,こむぎ　［中華めん類］　沖縄そば　ゆで　,0,147,615,65.5,5.2,(4.5),0.8,(0.7),(0.18),(0.07),(0.41),(0),28,(27.3),0.8,0.7,1.5,0.5,170,80,9,28,28,0.4,0.6,0.1,0.37,-,-,-,-,(0),-,-,-,(0),(0),(0),0.2,0.1,0,0,(0),0.01,0.02,0.2,0.03,(0),6,0.23,-,(0),0.4,-,-,-,-,-,-,-,-,-,170
1,1054,52,こむぎ　［中華めん類］　干し沖縄そば　乾　,0,351,1469,13.7,12,(10.4),1.7,(1.5),(0.39),(0.15),(0.86),(0),67.8,(67.3),1.3,0.8,2.1,4.8,1700,130,23,22,100,1.5,0.4,0.11,0.38,-,-,-,-,(0),-,-,-,(0),(0),(0),0.1,0.1,0,0,(0),0.12,0.05,1.1,0.05,(0),8,0.49,-,(0),4.3,-,-,-,-,-,-,-,-,-,-
1,1055,53,こむぎ　［中華めん類］　干し沖縄そば　ゆで　,0,148,619,65,5.2,(4.5),0.6,(0.5),(0.14),(0.05),(0.31),(0),28.6,(27.7),0.6,0.9,1.5,0.6,200,10,11,8,36,0.5,0.1,0.05,0.16,-,-,-,-,(0),-,-,-,(0),(0),(0),Tr,Tr,0,0,(0),0.02,0.02,0.2,0.01,(0),3,0.18,-,(0),0.5,-,-,-,-,-,-,-,-,-,230
1,1056,54,こむぎ　［即席めん類］　即席中華めん　油揚げ味付け　,0,445,1862,2,10.1,8.8,16.7,16.3,7.31,6.02,2.25,7,63.5,63,1.6,0.9,2.5,7.7,2500,260,430,29,110,1,0.5,0.13,0.82,-,-,-,-,0,0,0,0,0,0,0,3.1,0.3,3.1,2.5,1,1.46,1.67,1,0.06,0,12,0.41,-,0,6.4,-,-,-,-,-,-,-,-,-,-
1,1057,55,こむぎ　［即席めん類］　即席中華めん　油揚げ　,0,458,1916,3,10.1,-,19.1,18.6,8.46,7.15,2.2,3,61.4,(60.4),1.4,1,2.4,6.4,2200,150,230,25,110,0.9,0.5,0.16,0.53,2,16,7,16,0,0,13,1,14,1,0,2.2,0.3,2.3,2.5,3,0.55,0.83,0.9,0.05,Tr,10,0.44,1.8,Tr,5.6,-,-,-,-,-,-,-,-,-,-
1,1058,56,こむぎ　［即席めん類］　即席中華めん　非油揚げ　,0,356,1490,10,10.3,-,5.2,4.9,1.26,1.86,1.55,2,67.1,(65.7),1.4,0.9,2.3,7.4,2700,260,110,25,110,0.8,0.4,0.11,0.66,13,8,3,16,Tr,0,5,0,5,1,0,1.3,0.3,3.8,2.2,3,0.21,0.04,1,0.05,Tr,14,0.37,2.2,0,6.9,-,-,-,-,-,-,-,-,-,-
1,1059,57,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　,0,448,1874,5,10.7,-,19.7,19.3,8.72,7.42,2.28,34,56.9,-,1.3,1,2.3,7.7,2700,210,190,27,120,1.3,0.6,0.15,0.57,-,-,-,-,3,61,270,6,300,28,Tr,2.4,0.4,3.5,3.6,7,0.68,0.53,1,0.07,0.2,21,0.52,-,1,6.9,-,-,-,-,-,-,-,-,-,-
1,1060,58,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　焼きそば　,0,436,1824,10,8.4,-,18.9,15.8,5.36,6.92,2.86,1,58.1,-,0.9,1.5,2.4,4.6,1500,190,190,28,74,1.1,0.4,0.13,0.69,-,-,-,-,0,6,75,0,78,7,0,2.2,0.4,2.4,2,14,0.56,0.72,0.8,0.04,Tr,13,0.4,-,1,3.8,-,-,-,-,-,-,-,-,-,-
1,1061,59,こむぎ　［即席めん類］　中華スタイル即席カップめん　非油揚げ　,0,342,1431,15,9,-,6.4,6,1.66,2.68,1.38,5,62.2,-,1.6,1.3,2.9,7.4,2700,270,95,29,110,1,0.5,0.13,0.8,-,-,-,-,1,24,100,2,110,10,0,0.9,0.1,2.5,1.6,8,0.22,0.24,1.5,0.07,0.1,23,0.41,-,1,6.9,-,-,-,-,-,-,-,-,-,-
1,1062,60,こむぎ　［即席めん類］　和風スタイル即席カップめん　油揚げ　,0,451,1887,5,10.9,-,20.1,19.4,9.08,7.15,2.27,6,56.6,-,1.3,0.6,1.9,7.4,2700,180,180,32,230,1.1,0.6,0.12,0.66,-,-,-,-,0,0,56,0,56,5,0.2,2.2,0.2,3.1,2.4,7,0.24,0.3,1.1,0.05,0.2,15,0.41,-,1,6.9,-,-,-,-,-,-,-,-,-,-
1,1063,63,こむぎ　［マカロニ・スパゲッティ類］　マカロニ・スパゲッティ　乾　,0,379,1586,11.2,12.2,11.1,1.9,(1.7),(0.45),(0.17),(0.99),(0),73.9,73.5,0.7,2,2.7,0.8,1,200,18,55,130,1.4,1.5,0.28,0.82,0,63,1,53,(0),-,-,-,9,1,(0),0.3,0.2,0,0,(0),0.19,0.06,2.3,0.11,(0),13,0.66,4,(0),0,-,-,-,-,-,-,-,-,-,-
1,1064,64,こむぎ　［マカロニ・スパゲッティ類］　マカロニ・スパゲッティ　ゆで　,0,165,692,60.5,5.4,4.9,0.9,(0.8),(0.21),(0.08),(0.47),(0),32,31.2,0.5,1.2,1.7,1.2,460,14,8,20,52,0.7,0.7,0.14,0.35,0,32,1,12,(0),-,-,-,(0),(0),(0),0.1,0.1,0,0,(0),0.06,0.03,0.6,0.02,(0),5,0.28,1.6,(0),1.2,-,-,-,-,-,-,-,-,-,220
1,1149,65,こむぎ　［マカロニ・スパゲッティ類］　生パスタ　生　,0,247,1032,42,7.8,7.3,1.9,1.7,0.4,0.44,0.76,(0),46.9,46.1,0.8,0.7,1.5,1.4,470,76,12,18,73,0.5,0.5,0.12,0.32,-,-,-,-,(0),(0),(0),(0),(0),(0),-,0.1,Tr,0.2,Tr,(0),0.05,0.04,1.1,0.05,(0),9,0.27,-,(0),1.2,-,-,-,-,-,-,-,-,-,-
1,1065,66,こむぎ　［ふ類］　生ふ　　,0,163,682,60,12.7,(11.7),0.8,(0.7),(0.18),(0.07),(0.41),(0),26.2,-,0.2,0.3,0.5,0.3,7,30,13,18,60,1.3,1.8,0.25,1.04,-,-,-,-,(0),-,-,-,(0),(0),(0),Tr,0.1,Tr,Tr,(0),0.08,0.03,0.5,0.02,(0),7,0.12,-,(0),0,-,-,-,-,-,-,-,-,-,-
1,1066,67,こむぎ　［ふ類］　焼きふ　釜焼きふ　,0,385,1611,11.3,28.5,26.3,2.7,(2.3),(0.62),(0.24),(1.37),(0),56.9,-,1.1,2.6,3.7,0.6,6,120,33,43,130,3.3,2.2,0.32,-,-,-,-,-,(0),-,-,-,(0),(0),(0),0.5,0.4,2.6,2.3,(0),0.16,0.07,3.5,0.08,(0),16,0.58,-,(0),0,-,-,-,-,-,-,-,-,-,-
1,1067,68,こむぎ　［ふ類］　焼きふ　板ふ　,0,379,1586,12.5,25.6,(23.6),3.3,(2.9),(0.76),(0.29),(1.68),(0),57.3,-,1.5,2.3,3.8,1.3,190,220,31,90,220,4.9,2.9,0.49,1.54,-,-,-,-,(0),-,-,-,(0),(0),(0),0.6,0.5,0.6,0.6,(0),0.2,0.08,3.6,0.16,(0),22,0.79,-,(0),0.5,-,-,-,-,-,-,-,-,-,-
1,1068,69,こむぎ　［ふ類］　焼きふ　車ふ　,0,387,1619,11.4,30.2,(27.8),3.4,(2.9),(0.78),(0.30),(1.73),(0),54.2,-,1.1,1.5,2.6,0.8,110,130,25,53,130,4.2,2.7,0.42,1.23,-,-,-,-,(0),-,-,-,(0),(0),(0),0.4,0.4,0,0,(0),0.12,0.07,2.9,0.07,(0),11,0.47,-,(0),0.3,-,-,-,-,-,-,-,-,-,-
1,1070,70,こむぎ　［その他］　小麦はいが　　,0,426,1782,3.6,32,25.9,11.6,10.4,1.84,1.65,6.5,(0),48.3,29.6,0.7,13.6,14.3,4.5,3,1100,42,310,1100,9.4,15.9,0.89,-,-,-,-,-,(0),0,61,4,63,5,(0),28.3,10.8,0,0,2,1.82,0.71,4.2,1.24,(0),390,1.34,-,(0),0,-,-,-,-,-,-,-,-,-,-
1,1071,71,こむぎ　［その他］　小麦たんぱく　粉末状　,0,437,1828,6.5,72,69.7,9.7,(6.7),(1.34),(0.82),(4.25),(0),10.6,-,0.5,1.9,2.4,1.2,60,90,75,75,180,6.6,5,0.75,2.67,-,-,-,-,(0),-,-,-,12,1,(0),1.1,1.1,0,0,(0),0.03,0.12,3.5,0.1,(0),34,0.61,-,0,0.2,-,-,-,-,-,-,-,-,-,-
1,1072,72,こむぎ　［その他］　小麦たんぱく　粒状　,0,111,464,76,20,(19.4),2,(1.4),(0.28),(0.17),(0.88),(0),1.8,-,0,0.4,0.4,0.2,36,3,14,16,54,1.8,1.4,0.22,0.62,-,-,-,-,(0),0,0,0,0,(0),(0),0.5,0.5,0,0,(0),0.02,0.01,1.2,0.01,(0),5,0,-,(0),0.1,-,-,-,-,-,-,-,-,-,-
1,1073,73,こむぎ　［その他］　小麦たんぱく　ペースト状　,0,159,665,66,25,(24.2),4.1,(2.8),(0.57),(0.35),(1.80),(0),3.9,-,0,0.5,0.5,1,230,39,30,54,160,3,2.4,0.36,1.57,-,-,-,-,(0),0,6,0,6,1,(0),1.7,1.1,0.4,0.1,(0),0.2,0.03,2.7,0.04,(0),17,0.45,-,(0),0.6,-,-,-,-,-,-,-,-,-,-
1,1074,74,こむぎ　［その他］　ぎょうざの皮　　,0,291,1218,32,9.3,(8.4),1.4,(1.2),(0.32),(0.13),(0.71),0,57,(60.4),1,1.2,2.2,0.3,2,64,16,18,60,0.8,0.6,0.12,0.28,-,-,-,-,(0),-,-,-,(0),(0),(0),0.2,0.2,0,0,0,0.08,0.04,0.7,0.06,(0),12,0.61,-,0,0,-,-,-,-,-,-,-,-,-,-
1,1075,75,こむぎ　［その他］　しゅうまいの皮　　,0,295,1234,31.1,8.3,(7.5),1.4,(1.2),(0.32),(0.13),(0.71),(0),58.9,(61.2),1,1.2,2.2,0.3,2,72,16,17,60,0.6,0.5,0.1,0.28,-,-,-,-,(0),-,-,-,(0),(0),(0),0.2,0.1,0,0,(0),0.09,0.04,0.6,0.05,(0),9,0.5,-,0,0,-,-,-,-,-,-,-,-,-,-
1,1076,76,こむぎ　［その他］　ピザ生地　,0,268,1121,35.3,9.1,-,3,2.7,0.49,0.7,1.37,(0),51.1,(53.2),0.8,1.5,2.3,1.5,510,91,13,22,77,0.8,0.6,0.09,0.5,-,-,-,-,(0),0,0,0,0,(0),(0),0.3,0.2,0.4,0.2,(0),0.15,0.11,1,0.05,(0),20,0.54,-,(0),1.3,-,-,-,-,-,-,-,-,-,-
1,1069,77,こむぎ　［その他］　ちくわぶ　　,0,171,715,60.4,7.1,(6.5),1.2,(1.0),(0.28),(0.11),(0.61),(0),31.1,-,0.6,0.9,1.5,0.2,1,3,8,6,31,0.5,0.2,0.07,0.08,-,-,-,-,(0),-,-,-,(0),(0),(0),Tr,Tr,0,0,(0),0.01,0.02,0.3,0.01,(0),4,0.25,-,(0),0,-,-,-,-,-,-,-,-,-,-
1,1077,78,こむぎ　［その他］　パン粉　生　,0,280,1172,35,11,(8.9),5.1,(4.8),(2.20),(1.34),(1.01),(0),47.6,(51.5),1.2,1.8,3,1.3,350,110,25,29,97,1.1,0.7,0.15,0.47,-,-,-,-,(0),0,3,0,3,Tr,(0),0.3,0.2,0.4,0.3,(Tr),0.11,0.02,1.2,0.05,(0),40,0.41,-,(0),0.9,-,-,-,-,-,-,-,-,-,-
1,1078,79,こむぎ　［その他］　パン粉　半生　,0,319,1335,26,12.5,(10.1),5.8,(5.4),(2.51),(1.52),(1.14),(0),54.3,(58.7),1.4,2.1,3.5,1.4,400,130,28,34,110,1.2,0.8,0.17,0.53,-,-,-,-,(0),0,4,0,4,Tr,(0),0.4,0.2,0.4,0.3,(Tr),0.13,0.03,1.4,0.06,(0),46,0.47,-,(0),1,-,-,-,-,-,-,-,-,-,-
1,1079,80,こむぎ　［その他］　パン粉　乾燥　,0,373,1561,13.5,14.6,(11.8),6.8,(6.4),(2.94),(1.78),(1.34),(0),63.4,(68.6),1.6,2.4,4,1.7,460,150,33,39,130,1.4,0.9,0.2,0.62,-,-,-,-,(0),0,4,0,4,Tr,(0),0.4,0.2,0.5,0.4,(0),0.15,0.03,1.6,0.07,(0),54,0.54,-,(0),1.2,-,-,-,-,-,-,-,-,-,-
1,1150,81,こむぎ　［その他］　冷めん　生　,0,252,1055,36.4,3.9,3.3,0.7,0.6,0.18,0.09,0.25,(0),57.6,57.6,0.6,0.6,1.1,1.4,530,59,11,12,57,0.3,0.2,0.05,0.21,-,-,-,-,(0),(0),(0),(0),(0),(0),-,0,0,Tr,0,(0),0.04,Tr,0.4,0.02,(0),4,0.11,-,(0),1.3,-,-,-,-,-,-,-,-,-,-
1,1080,82,こめ　［水稲穀粒］　玄米　　,0,353,1476,14.9,6.8,5.9,2.7,2.5,0.62,0.83,0.9,(0),74.3,78.4,0.7,2.3,3,1.2,1,230,9,110,290,2.1,1.8,0.27,2.06,Tr,3,0,64,(0),0,1,0,1,Tr,(0),1.2,0.1,0.1,0,(0),0.41,0.04,6.3,0.45,(0),27,1.37,6,(0),0,-,-,-,-,-,-,-,-,-,-
1,1081,83,こめ　［水稲穀粒］　半つき米　　,0,356,1489,14.9,6.5,(5.6),1.8,(1.7),(0.45),(0.52),(0.61),(0),75.9,81.5,0.4,1,1.4,0.8,1,150,7,64,210,1.5,1.6,0.24,1.4,Tr,2,0,76,(0),(0),(0),(0),(0),(0),(0),0.8,Tr,0.1,0,(0),0.3,0.03,3.5,0.28,(0),18,1,3.5,(0),0,-,-,-,-,-,-,-,-,-,-
1,1082,84,こめ　［水稲穀粒］　七分つき米　　,0,359,1502,14.9,6.3,(5.4),1.5,(1.4),(0.40),(0.41),(0.51),(0),76.6,83.3,0.2,0.7,0.9,0.6,1,120,6,45,180,1.3,1.5,0.23,1.05,0,2,Tr,73,(0),(0),(0),(0),(0),(0),(0),0.4,Tr,0,0,(0),0.24,0.03,1.7,0.2,(0),15,0.84,2.9,(0),0,-,-,-,-,-,-,-,-,-,-
1,1083,85,こめ　［水稲穀粒］　精白米　うるち米　,0,358,1498,14.9,6.1,5.2,0.9,0.8,0.29,0.21,0.31,(0),77.6,83.1,Tr,0.5,0.5,0.4,1,89,5,23,95,0.8,1.4,0.22,0.81,0,2,0,69,(0),0,0,0,0,(0),(0),0.1,Tr,0,0,0,0.08,0.02,1.2,0.12,(0),12,0.66,1.4,(0),0,-,-,-,-,-,-,-,-,-,-
1,1151,86,こめ　［水稲穀粒］　精白米　もち米　,0,359,1502,14.9,6.4,5.6,1.2,1,0.29,0.28,0.37,(0),77.2,77.6,(Tr),(0.5),(0.5),0.4,Tr,97,5,33,100,0.2,1.5,0.22,1.3,0,2,16,39,(0),(0),(0),(0),(0),(0),(0),(0.2),(0),(0),(0),(0),0.12,0.02,1.6,(0.12),(0),(12),(0.66),(1.4),(0),0,-,-,-,-,-,-,-,-,-,-
1,1152,87,こめ　［水稲穀粒］　精白米　インディカ米　,0,369,1543,12.2,7.5,-,0.8,-,-,-,-,(0),79.1,-,0,0.4,0.4,0.4,1,69,5,19,90,0.6,1.5,0.21,0.92,-,-,-,-,(0),0,0,0,0,(0),(0),0.1,0,0,0,(0),0.06,0.02,1.1,0.08,(0),16,0.69,-,(0),0,-,-,-,-,-,-,-,-,-,-
1,1084,88,こめ　［水稲穀粒］　はいが精米　　,0,357,1493,14.9,6.5,-,2,1.9,0.55,0.52,0.7,(0),75.8,79.4,0.3,1,1.3,0.7,1,150,7,51,150,0.9,1.6,0.22,1.54,0,2,Tr,57,(0),(0),(0),(0),(0),(0),(0),0.9,Tr,0.1,0,(0),0.23,0.03,3.1,0.22,(0),18,1,3.3,(0),0,-,-,-,-,-,-,-,-,-,-
1,1153,89,こめ　［水稲穀粒］　発芽玄米　　,0,356,1488,14.9,6.5,5.4,3.3,2.8,0.7,1.01,0.95,(0),74.3,76.2,0.5,2.6,3.1,1.1,3,160,13,120,280,1,1.9,0.23,2.07,-,-,-,-,(0),(0),(0),(0),(0),(0),(0),1.2,0.1,0.2,0,0,0.35,0.02,4.9,0.34,(0),18,0.75,-,(0),0,-,-,-,-,-,-,-,-,-,-
1,1085,90,こめ　［水稲めし］　玄米　　,0,165,690,60,2.8,2.4,1,(0.9),(0.23),(0.30),(0.33),(0),35.6,35.1,0.2,1.2,1.4,0.6,1,95,7,49,130,0.6,0.8,0.12,1.04,0,1,0,34,(0),0,0,0,0,(0),(0),0.5,Tr,0.1,0,(0),0.16,0.02,2.9,0.21,(0),10,0.65,2.5,(0),0,-,-,-,-,-,-,-,-,-,210
1,1086,91,こめ　［水稲めし］　半つき米　　,0,167,699,60,2.7,(2.2),0.6,(0.5),(0.15),(0.17),(0.20),(0),36.4,36.8,0.2,0.6,0.8,0.3,1,43,4,22,53,0.2,0.7,0.11,0.6,0,1,0,34,(0),(0),(0),(0),(0),(0),(0),0.2,Tr,0,0,(0),0.08,0.01,1.6,0.07,(0),6,0.35,1.2,(0),0,-,-,-,-,-,-,-,-,-,210
1,1087,92,こめ　［水稲めし］　七分つき米　　,0,168,703,60,2.6,(2.1),0.5,(0.5),(0.13),(0.14),(0.17),(0),36.7,36.8,0.1,0.4,0.5,0.2,1,35,4,13,44,0.2,0.7,0.11,0.46,0,1,0,35,(0),(0),(0),(0),(0),(0),(0),0.1,0,0,0,(0),0.06,0.01,0.8,0.03,(0),5,0.26,0.9,(0),0,-,-,-,-,-,-,-,-,-,210
1,1088,93,こめ　［水稲めし］　精白米　うるち米　,0,168,703,60,2.5,2,0.3,(0.3),(0.10),(0.07),(0.10),(0),37.1,38.1,0,0.3,0.3,0.1,1,29,3,7,34,0.1,0.6,0.1,0.35,0,1,0,30,(0),0,0,0,0,(0),(0),Tr,Tr,0,0,(0),0.02,0.01,0.2,0.02,(0),3,0.25,0.5,(0),0,-,-,-,-,-,-,-,-,-,210
1,1154,94,こめ　［水稲めし］　精白米　もち米　,0,202,846,52.1,3.5,3,0.5,0.4,0.15,0.09,0.15,(0),43.9,45.6,(0),(0.4),(0.4),0.1,0,28,2,5,19,0.1,0.8,0.11,0.5,0,1,0,48,(0),(0),(0),(0),(0),(0),(0),(Tr),(0),(0),(0),(0),0.03,0.01,0.2,(0.02),(0),(4),(0.30),(0.5),(0),0,-,-,-,-,-,-,-,-,-,180
1,1089,95,こめ　［水稲めし］　はいが精米　　,0,167,699,60,2.7,-,0.6,(0.6),(0.16),(0.15),(0.21),(0),36.4,37.9,0.2,0.6,0.8,0.3,1,51,5,24,68,0.2,0.7,0.1,0.68,0,1,1,28,(0),(0),(0),(0),(0),(0),(0),0.4,Tr,Tr,0,(0),0.08,0.01,0.8,0.09,(0),6,0.44,1,(0),0,-,-,-,-,-,-,-,-,-,210
1,1155,96,こめ　［水稲めし］　発芽玄米　　,0,167,698,60,3,2.6,1.4,1.3,0.26,0.51,0.43,(0),35,33.2,0.2,1.6,1.8,0.5,1,68,6,53,130,0.4,0.9,0.11,0.93,-,-,-,-,(0),(0),(0),(0),(0),(0),(0),0.3,0,0.1,0,0,0.13,0.01,2,0.13,(0),6,0.36,-,(0),0,-,-,-,-,-,-,-,-,-,210
1,1090,97,こめ　［水稲全かゆ］　玄米　　,0,70,293,83,1.2,(1.0),0.4,(0.4),(0.09),(0.12),(0.13),(0),15.2,(14.9),0.1,0.5,0.6,0.2,1,41,3,21,55,0.2,0.3,0.05,0.44,-,-,-,-,(0),0,0,0,0,(0),(0),0,0,0,0,(0),0.07,0.01,1.2,0.09,(0),4,0.28,-,(0),0,-,-,-,-,-,-,-,-,-,500
1,1091,98,こめ　［水稲全かゆ］　半つき米　　,0,71,297,83,1.1,(0.9),0.3,(0.3),(0.08),(0.09),(0.10),(0),15.5,(15.7),0.1,0.2,0.3,0.1,Tr,18,2,9,23,0.1,0.3,0.05,0.26,-,-,-,-,(0),(0),(0),(0),(0),(0),(0),0,0,0,0,0,0.03,Tr,0.7,0.03,(0),2,0.15,-,(0),0,-,-,-,-,-,-,-,-,-,500
