食品群,食品番号,索引番号,食品名,廃 棄 率,,,一般成分,一般成分,一般成分,一般成分,一般成分,,,,,一般成分,一般成分,,,,一般成分,無機質,無機質,無機質,無機質,無機質,無機質,無機質,無機質,無機質,無機質,無機質,無機質,無機質,"ビタミン
(ビタミンA)","ビタミン
(ビタミンA)","ビタミン
(ビタミンA)","ビタミン
(ビタミンA)","ビタミン　
(ビタミンA)","ビタミン
(ビタミンA)",ビタミン,"ビタミン　
(ビタミンE)","ビタミン　
(ビタミンE)","ビタミン　
(ビタミンE)","ビタミン　
(ビタミンE)",ビタミン,ビタミン,ビタミン,ビタミン,ビタミン,ビタミン,ビタミン,ビタミン,ビタミン,ビタミン,,,,,,,,,,,
,,,,廃棄,エネルギー（kcal）,エネルギー（kJ),水   分,たんぱく質,アミノ酸組成によるたんぱく質,脂   質,トリアシルグリセロール当量,飽和脂肪酸,一価不飽和脂肪酸,多価不飽和脂肪酸,コレステロール,炭水化物,利用可能炭水化物（単糖当量）,水溶性食物繊維,不溶性食物繊維,食物繊維総量,灰   分,ナトリウム,カリウム,カルシウム,マグネシウム,リン,鉄,亜鉛,銅,マンガン,ヨウ素,セレン,クロム,モリブデン,レチノール,α-カロテン,β-カロテン,β-クリプトキサンチン,β-カロテン当量,レチノール活性当量,ビタミンD,α-トコフェロール,β-トコフェロール,γ-トコフェロール,δ-トコフェロール,ビタミンK,ビタミンB1,ビタミンB2,ナイアシン,ビタミンB6,ビタミンB12,葉酸,パントテン酸,ビオチン,ビタミンC,食塩相当量,アルコール,硝酸イオン,テオブロミン,カフェイン,タンニン,ポリフェノール,酢酸,調理油,有機酸,重量変化率
,,,Tagnames,REFUSE,"ENERC_
KCAL",ENERC,WATER,－,PROTCAA,－,FATNLEA,FASAT,FAMS,FAPU,CHOLE,－,CHOAVLM,FIBSOL,FIBINS, FIBTG,ASH,NA,K,CA,MG,P,FE,ZN,CU,MN,ID,SE,CR,MO,RETOL,CARTA ,CARTB ,CRYPXB,CARTBEQ,VITA_RAE,VITD,TOCPHA,TOCPHB ,TOCPHG,TOCPHD,VITK,THIAHCL ,RIBF,NIA,VITB6A,VITB12,FOL,PANTAC,BIOT,VITC,NACL_EQ,ALC,NITRA ,THEBRN,CAFFN ,TAN,POLYPHENT,ACEAC,－,OA,－
,,,単位,%,kcal/100 g,kJ/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,mg/100 ｇ,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,µg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,µg/100 g,µg/100 g,mg/100 g,µg/100 g,mg/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,%
10,10344,1398,＜いか・たこ類＞（いか類）　こういか　生　　,35,66,276,83.4,14.9,10.4,0.3,-,-,-,-,210,0.1,-,(0),(0),(0),1.3,280,220,17,48,170,0.1,1.5,0.45,0.02,4,23,0,0,5,Tr,Tr,-,Tr,5,(0),2.2,Tr,Tr,Tr,(0),0.03,0.05,1.3,0.06,1.4,3,0.52,1.6,1,0.7,-,-,-,-,-,-,-,-,-,-
10,10345,1399,＜いか・たこ類＞（いか類）　するめいか　生　　,30,83,348,80.2,17.9,13.1,0.8,0.3,0.11,0.03,0.19,250,0.1,-,(0),(0),(0),1.3,210,300,11,46,250,0.1,1.5,0.29,Tr,7,41,Tr,1,13,0,0,0,0,13,0.3,2.1,0,Tr,0,-,0.07,0.05,4,0.21,4.9,5,0.34,4.9,1,0.5,-,-,-,-,-,-,-,-,-,-
10,10346,1400,＜いか・たこ類＞（いか類）　するめいか　水煮　　,0,101,424,74.6,21.9,(16.1),0.9,0.4,0.11,0.04,0.21,310,0.1,-,(0),(0),(0),1.4,230,310,14,52,280,0.1,1.8,0.4,0.01,10,42,0,0,16,0,0,0,0,16,0,2.5,0,Tr,0,-,0.05,0.06,4.9,0.23,5.3,5,0.42,5.4,1,0.6,-,-,-,-,-,-,-,-,-,76
10,10347,1401,＜いか・たこ類＞（いか類）　するめいか　焼き　　,0,109,458,71.8,23.6,(17.3),1,0.4,0.12,0.04,0.22,350,0.1,-,(0),(0),(0),1.6,330,360,14,57,300,0.2,1.9,0.41,Tr,10,46,0,Tr,22,0,0,0,0,22,0,2.5,0,Tr,0,-,0.09,0.07,5.8,0.26,5.4,7,0.44,6.3,1,0.8,-,-,-,-,-,-,-,-,-,70
10,10417,1402,＜いか・たこ類＞（いか類）　するめいか　胴　皮つき　生　　,0,86,358,79.8,18.6,13.5,0.7,0.4,0.12,0.03,0.26,210,0.1,-,(0),(0),(0),1.4,200,330,10,48,280,0.1,1.4,0.27,0.01,6,40,Tr,-,12,(0),(0),(0),(0),12,0.3,1.9,0,Tr,0,-,0.06,0.04,5.1,0.27,4.4,6,0.36,5.3,2,0.5,-,-,-,-,-,-,-,-,-,-
10,10418,1403,＜いか・たこ類＞（いか類）　するめいか　胴　皮なし　刺身　　,0,85,354,79.1,18.6,13.5,0.6,0.3,0.09,0.02,0.19,180,0.1,-,(0),(0),(0),1.4,200,340,10,48,270,0.1,1.5,0.27,0.01,6,38,1,-,11,(0),(0),(0),(0),11,0.2,1.5,0,Tr,0,-,0.06,0.04,4.7,0.29,4.3,2,0.31,5.3,2,0.5,-,-,-,-,-,-,-,-,-,-
10,10419,1404,＜いか・たこ類＞（いか類）　するめいか　胴　皮なし　天ぷら　　,0,189,792,64.9,16.7,12.8,10.8,9.8,0.82,5.84,2.69,150,6.3,9,0.1,0.7,0.8,1.2,180,280,26,40,230,0.1,1.3,0.16,0.06,5,31,Tr,-,10,(0),13,(0),13,11,0.2,3,0,4,0.1,6,0.07,0.07,4.1,0.24,3.8,3,0.31,4.4,1,0.4,-,-,-,-,-,-,-,-,-,93
10,10420,1405,＜いか・たこ類＞（いか類）　するめいか　耳・足　生　　,0,80,336,80.8,16.9,12.7,0.9,0.6,0.16,0.04,0.35,290,0,-,(0),(0),(0),1.3,230,270,13,45,210,0.1,1.6,0.31,0,8,42,Tr,-,15,(0),(0),(0),(0),15,0.4,2.4,0,Tr,0,-,0.09,0.06,2.6,0.14,5.6,4,0.32,4.4,1,0.6,-,-,-,-,-,-,-,-,-,-
10,10348,1406,＜いか・たこ類＞（いか類）　ほたるいか　生　　,0,84,351,83,11.8,7.6,3.5,2.3,0.58,0.69,0.94,240,0.2,-,(0),(0),(0),1.5,270,290,14,39,170,0.8,1.3,3.42,0.05,-,-,-,-,1500,-,-,-,Tr,1500,(0),4.3,0,0.1,0,Tr,0.19,0.27,2.6,0.15,14,34,1.09,-,5,0.7,-,-,-,-,-,-,-,-,-,-
10,10349,1407,＜いか・たこ類＞（いか類）　ほたるいか　ゆで　　,0,104,435,78.1,17.7,(11.5),2.9,1.5,0.36,0.31,0.74,380,0.4,-,(0),(0),(0),0.9,240,240,22,32,200,1.1,1.9,2.97,0.08,-,-,-,-,1900,-,-,-,Tr,1900,(0),4.5,0,0.1,0,1,0.2,0.3,2.3,0.09,14,29,0.64,-,Tr,0.6,-,-,-,-,-,-,-,-,-,46
10,10350,1408,＜いか・たこ類＞（いか類）　ほたるいか　くん製　　,0,325,1360,23,43.1,-,7.5,3.4,1.15,1.29,0.83,930,21.3,-,(0),(0),(0),5.1,1500,240,55,56,650,10,5.2,12,0.34,-,-,-,-,150,-,-,-,Tr,150,(0),2.3,0,0.1,0,1,0.4,0.5,4.5,0.04,27.2,25,1.28,-,0,3.8,-,-,-,-,-,-,-,-,-,-
10,10351,1409,＜いか・たこ類＞（いか類）　ほたるいか　つくだ煮　　,0,260,1088,39.8,27,-,6.7,3.8,1.02,1.29,1.29,390,22.9,-,(0),(0),(0),3.6,1200,96,26,31,270,2.7,3.3,6.22,0.19,-,-,-,-,690,-,-,-,Tr,690,(0),1.9,0,0.1,0,1,0.09,0.21,1.3,0.03,16.5,10,0.64,-,0,3,-,-,-,-,-,-,-,-,-,-
10,10352,1410,＜いか・たこ類＞（いか類）　やりいか　生　　,25,85,356,79.7,17.6,12.8,1,0.5,0.18,0.05,0.26,320,0.4,-,(0),(0),(0),1.3,170,300,10,42,280,0.1,1.2,0.25,0.02,-,-,-,-,8,0,0,0,0,8,(0),1.4,0,0,0,(0),0.04,0.03,3.5,0.1,1.1,5,0.27,-,2,0.4,-,-,-,-,-,-,-,-,-,-
10,10353,1411,＜いか・たこ類＞（いか類）　加工品　するめ　　,0,334,1397,20.2,69.2,(50.1),4.3,1.7,0.6,0.12,0.89,980,0.4,-,(0),(0),(0),5.9,890,1100,43,170,1100,0.8,5.4,0.99,0.06,-,-,-,-,22,0,0,0,0,22,(0),4.4,0,Tr,0,(0),0.1,0.1,14.1,0.34,12.3,11,1.57,-,0,2.3,-,-,-,-,-,-,-,-,-,-
10,10354,1412,＜いか・たこ類＞（いか類）　加工品　さきいか　　,0,279,1167,26.4,45.5,-,3.1,0.8,0.25,0.08,0.43,370,17.3,-,(0),(0),(0),7.7,2700,230,23,82,430,1.6,2.8,0.27,0.07,-,-,-,-,3,-,-,-,(0),3,(0),1.7,0,0,0,(0),0.06,0.09,8.9,0.32,6.9,1,0.47,-,0,6.9,-,-,-,-,-,-,-,-,-,-
10,10355,1413,＜いか・たこ類＞（いか類）　加工品　くん製　　,0,206,862,43.5,35.2,-,1.5,0.7,0.24,0.07,0.4,280,12.8,-,(0),(0),(0),7,2400,240,9,34,330,0.7,2.1,0.26,0.02,-,-,-,-,Tr,-,-,-,(0),(Tr),(0),1.8,0,0.1,0,(0),0.1,0.15,9,0.1,5.3,2,0.17,-,(0),6.1,-,-,-,-,-,-,-,-,-,-
10,10356,1414,＜いか・たこ類＞（いか類）　加工品　切りいかあめ煮　　,0,318,1331,22.8,22.7,(16.4),4.7,3.1,0.71,0.78,1.48,360,46.1,-,(0),(0),(0),3.7,1100,210,65,81,300,0.8,2.2,0.5,0.12,-,-,-,-,Tr,-,-,-,(0),(Tr),(0),1.9,0,0.3,0,(0),0.06,0.1,7,0.1,10,12,0.17,-,(0),2.8,-,-,-,-,-,-,-,-,-,-
10,10357,1415,＜いか・たこ類＞（いか類）　加工品　いかあられ　　,0,293,1226,26.7,20,(14.5),1.8,1,0.28,0.12,0.57,190,49.1,-,(0),(0),(0),2.4,700,230,18,41,260,0.4,1.3,0.02,0.12,-,-,-,-,Tr,-,-,-,(0),(Tr),(0),1.1,0,0.1,0,(0),0.07,0.1,7,0.14,3.3,6,0.31,-,(0),1.8,-,-,-,-,-,-,-,-,-,-
10,10358,1416,＜いか・たこ類＞（いか類）　加工品　塩辛　　,0,117,490,67.3,15.2,-,3.4,2.7,0.74,0.57,1.24,230,6.5,-,(0),(0),(0),7.6,2700,170,16,48,210,1.1,1.7,1.91,0.03,-,-,-,-,200,Tr,Tr,0,1,200,(0),3.3,0,0.1,0,Tr,Tr,0.1,3.3,0.31,16.7,13,0.61,-,Tr,6.9,-,-,-,-,-,-,-,-,-,-
10,10359,1417,＜いか・たこ類＞（いか類）　加工品　味付け缶詰　　,0,133,556,66.9,21.4,-,1.8,0.7,0.25,0.07,0.37,420,7.7,-,(0),(0),(0),2.2,700,110,16,38,220,0.6,2.5,1.12,0.05,-,-,-,-,7,-,-,-,(0),7,(0),2.8,0,0,0,(0),0.02,0.07,2.2,0.11,3.8,4,0.2,-,0,1.8,-,-,-,-,-,-,-,-,-,-
10,10360,1418,＜いか・たこ類＞（たこ類）　いいだこ　生　　,0,70,293,83.2,14.6,(10.6),0.8,0.4,0.11,0.06,0.2,150,0.1,-,(0),(0),(0),1.3,250,200,20,43,190,2.2,3.1,2.96,0.06,-,-,-,-,35,0,9,0,9,36,(0),2.7,0,0,0,(0),0.01,0.08,3.2,0.11,2,37,0.7,-,1,0.6,-,-,-,-,-,-,-,-,-,-
10,10361,1419,＜いか・たこ類＞（たこ類）　まだこ　生　　,15,76,318,81.1,16.4,11.4,0.7,0.2,0.07,0.03,0.14,150,0.1,-,(0),(0),(0),1.7,280,290,16,55,160,0.6,1.6,0.3,0.03,-,-,-,-,5,-,-,-,(0),5,(0),1.9,0,0,0,Tr,0.03,0.09,2.2,0.07,1.3,4,0.24,-,Tr,0.7,-,-,-,-,-,-,-,-,-,-
10,10362,1420,＜いか・たこ類＞（たこ類）　まだこ　ゆで　　,0,99,414,76.2,21.7,(15.1),0.7,0.2,0.06,0.02,0.12,150,0.1,-,(0),(0),(0),1.3,230,240,19,52,120,0.2,1.8,0.43,0.04,8,28,1,1,5,0,0,0,0,5,(0),1.9,0,0,0,(0),0.03,0.05,1.9,0.07,1.2,2,0.17,5.6,Tr,0.6,-,-,-,-,-,-,-,-,-,81
10,10363,1421,＜その他＞あみ　つくだ煮　　　,0,233,975,35,19.1,-,1.8,1.1,0.3,0.24,0.55,120,35.1,-,-,-,-,9,2700,350,490,100,410,7.1,1.7,0.97,0.63,-,-,-,-,170,0,16,0,16,170,(0),4.7,0,0,0,7,0.13,0.21,1.8,0.08,7,35,0.78,-,0,6.9,-,-,-,-,-,-,-,-,-,-
10,10364,1422,＜その他＞あみ　塩辛　　　,0,65,272,63.7,12.9,(8.6),1.1,0.6,0.18,0.15,0.25,140,0.8,-,-,-,-,21.5,7800,280,460,82,270,0.5,0.8,0.7,0.13,-,-,-,-,65,0,0,0,0,65,(0),2.4,0,0,0,0,0.07,0.07,1.8,0.09,2.7,22,0.61,-,0,19.8,-,-,-,-,-,-,-,-,-,-
10,10365,1423,＜その他＞うに　生うに　　　,0,120,502,73.8,16,11.5,4.8,2.5,0.63,0.77,1.02,290,3.3,-,(0),(0),(0),2.1,220,340,12,27,390,0.9,2,0.05,0.05,-,-,-,-,0,63,650,23,700,58,(0),3.6,0,Tr,0,27,0.1,0.44,1.1,0.15,1.3,360,0.72,-,3,0.6,-,-,-,-,-,-,-,-,-,-
10,10366,1424,＜その他＞うに　粒うに　　　,0,183,766,51.8,17.2,-,5.8,3.5,1.4,1.04,0.89,280,15.6,-,(0),(0),(0),9.6,3300,280,46,63,310,1.1,1.9,0.1,0.05,-,-,-,-,Tr,-,-,-,1000,83,(0),3.6,0.1,4.9,4.1,22,0.14,0.65,1.4,0.07,5.4,98,1.32,-,0,8.4,-,-,-,-,-,-,-,-,-,-
10,10367,1425,＜その他＞うに　練りうに　　　,0,170,711,53.1,13.5,-,2.9,2.1,0.96,0.65,0.39,250,22.4,-,(0),(0),(0),8.1,2800,230,38,41,220,1.8,1.3,0.06,0.05,-,-,-,-,Tr,-,-,-,300,25,(0),4.4,0.3,7.7,3.8,15,Tr,0.3,0.7,0.06,4.8,87,1.22,-,0,7.1,-,-,-,-,-,-,-,-,-,-
10,10368,1426,＜その他＞おきあみ　生　　　,0,94,393,78.5,15,10,3.2,2.1,0.7,0.66,0.7,60,0.2,-,-,-,-,3.1,420,320,360,85,310,0.8,1,2.3,0.15,-,-,-,-,180,-,-,-,16,180,(0),2.5,0,0,0,(0),0.15,0.26,1.9,0.09,6.2,49,0.5,-,2,1.1,-,-,-,-,-,-,-,-,-,-
10,10369,1427,＜その他＞おきあみ　ゆで　　　,0,86,360,79.8,13.8,(9.2),3,2.1,0.69,0.5,0.8,62,Tr,-,-,-,-,3.4,620,200,350,110,310,0.6,0.9,1.83,0.11,-,-,-,-,150,-,-,-,13,150,(0),2.2,0,0,0,(0),0.21,0.25,1.4,0.07,4,36,0.3,-,1,1.6,-,-,-,-,-,-,-,-,-,-
10,10370,1428,＜その他＞くらげ　塩蔵　塩抜き　　　,0,22,92,94.2,5.2,-,0.1,Tr,0.03,0.01,0,31,Tr,-,(0),(0),(0),0.5,110,1,2,4,26,0.3,Tr,0.06,Tr,-,-,-,-,0,0,0,0,0,0,(0),0,0,0,0,(0),Tr,0.01,0,0,0.2,3,0,-,0,0.3,-,-,-,-,-,-,-,-,-,-
10,10371,1429,＜その他＞しゃこ　ゆで　　　,0,98,410,77.2,19.2,14.9,1.7,0.8,0.25,0.23,0.32,150,0.2,-,(0),(0),(0),1.7,310,230,88,40,250,0.8,3.3,3.46,0.13,-,-,-,-,180,0,15,0,15,180,(0),2.8,0,0,0,(0),0.26,0.13,1.2,0.06,12.9,15,0.3,-,0,0.8,-,-,-,-,-,-,-,-,-,-
10,10372,1430,＜その他＞なまこ　生　　　,20,23,96,92.2,4.6,3.5,0.3,0.1,0.04,0.04,0.05,1,0.5,-,(0),(0),(0),2.4,680,54,72,160,25,0.1,0.2,0.04,0.03,78,37,2,3,0,0,5,0,5,Tr,(0),0.4,0,0,0,(0),0.05,0.02,0.1,0.04,2.3,4,0.71,2.6,0,1.7,-,-,-,-,-,-,-,-,-,-
10,10373,1431,＜その他＞なまこ　このわた　　　,0,64,268,80.2,11.4,-,1.8,0.7,0.1,0.19,0.35,3,0.5,-,(0),(0),(0),6.1,1800,330,41,95,170,4,1.4,0.1,0.44,-,-,-,-,60,-,-,-,75,66,(0),0.4,0,0,0,23,0.2,0.5,4.6,0.13,11.4,78,2.13,-,0,4.6,-,-,-,-,-,-,-,-,-,-
10,10374,1432,＜その他＞ほや　生　　　,80,30,126,88.8,5,-,0.8,0.5,0.14,0.11,0.23,33,0.8,-,(0),(0),(0),4.6,1300,570,32,41,55,5.7,5.3,0.19,-,-,-,-,-,Tr,-,-,-,0,Tr,(0),1.2,0,0,0,(0),0.01,0.13,0.5,0.02,3.8,32,0.33,-,3,3.3,-,-,-,-,-,-,-,-,-,-
10,10375,1433,＜その他＞ほや　塩辛　　　,0,72,301,79.7,11.6,-,1.1,0.6,0.16,0.16,0.29,34,3.8,-,(0),(0),(0),3.8,1400,79,14,25,75,3,2.5,0.1,0.08,-,-,-,-,Tr,-,-,-,(0),(Tr),(0),1.3,0,0,0,(0),0.01,0.18,0.6,0.03,5.6,13,0.07,-,(0),3.6,-,-,-,-,-,-,-,-,-,-
10,10376,1434,＜水産練り製品＞かに風味かまぼこ　　　　,0,90,377,75.6,12.1,-,0.5,0.4,0.11,0.1,0.16,17,9.2,-,(0),(0),(0),2.6,850,76,120,19,77,0.2,0.2,0.04,0.02,-,-,-,-,21,0,0,-,0,21,1,0.9,0,0.4,0.3,0,0.01,0.04,0.2,0.01,0.7,3,0.08,-,1,2.2,-,-,-,-,-,-,-,-,-,-
10,10377,1435,＜水産練り製品＞昆布巻きかまぼこ　　　　,0,84,351,76.4,8.9,-,0.5,0.3,0.2,0.04,0.06,17,11,-,-,-,-,3.2,950,430,70,39,55,0.3,0.2,0.03,0.03,-,-,-,-,Tr,-,-,-,75,6,Tr,0.3,0,0,0,(0),0.03,0.08,0.4,0.01,0,7,0.05,-,Tr,2.4,-,-,-,-,-,-,-,-,-,-
10,10378,1436,＜水産練り製品＞す巻きかまぼこ　　　　,0,90,377,75.8,12,-,0.8,0.6,0.25,0.12,0.25,19,8.7,-,(0),(0),(0),2.7,870,85,25,13,60,0.2,0.2,0.03,0.03,-,-,-,-,Tr,-,-,-,(0),(Tr),1,0.3,0,0.3,0.1,(0),Tr,0.01,0.5,0.01,0.5,2,0.06,-,(0),2.2,-,-,-,-,-,-,-,-,-,-
10,10379,1437,＜水産練り製品＞蒸しかまぼこ　　　　,0,95,397,74.4,12,10.9,0.9,0.5,0.13,0.09,0.23,15,9.7,-,(0),(0),(0),3,1000,110,25,14,60,0.3,0.2,0.03,0.03,-,-,-,-,Tr,-,-,-,(0),(Tr),2,0.2,0,0,0,(0),Tr,0.01,0.5,0.01,0.3,5,0,-,0,2.5,-,-,-,-,-,-,-,-,-,-
10,10380,1438,＜水産練り製品＞焼き抜きかまぼこ　　　　,0,103,431,72.8,16.2,-,1,0.8,0.38,0.18,0.2,27,7.4,-,(0),(0),(0),2.6,930,100,25,16,60,0.2,0.2,0.02,0.05,-,-,-,-,Tr,-,-,-,(0),(Tr),2,0.3,0,0,0,(0),0.05,0.08,0.7,0.02,0.1,2,0.04,-,(0),2.4,-,-,-,-,-,-,-,-,-,-
10,10381,1439,＜水産練り製品＞焼き竹輪　　　　,0,121,506,69.9,12.2,-,2,1.7,0.48,0.46,0.72,25,13.5,-,(0),(0),(0),2.4,830,95,15,15,110,1,0.3,0.03,0.03,-,-,-,-,Tr,-,-,-,(0),(Tr),1,0.4,0,0.7,0.1,(0),0.05,0.08,0.7,0.01,0.8,4,0.04,-,(0),2.1,-,-,-,-,-,-,-,-,-,-
10,10382,1440,＜水産練り製品＞だて巻　　　　,0,196,820,58.8,14.6,-,7.5,6.3,1.78,2.95,1.26,180,17.6,-,(0),(0),(0),1.5,350,110,25,11,120,0.5,0.6,0.04,0.03,-,-,-,-,60,-,-,-,Tr,60,1,1.8,0,0.8,0.1,(0),0.04,0.2,0.2,0.03,0.3,16,0.52,-,(0),0.9,-,-,-,-,-,-,-,-,-,-
10,10383,1441,＜水産練り製品＞つみれ　　　　,0,113,473,75.4,12,-,4.3,2.6,0.89,0.75,0.89,40,6.5,-,(0),(0),(0),1.8,570,180,60,17,120,1,0.6,0.06,0.06,-,-,-,-,Tr,-,-,-,(0),(Tr),5,0.2,0,0.1,0.3,(0),0.02,0.2,4.5,0.09,2.2,3,0.15,-,(0),1.4,-,-,-,-,-,-,-,-,-,-
10,10384,1442,＜水産練り製品＞なると　　　　,0,80,335,77.8,7.6,-,0.4,0.3,0.15,0.03,0.08,17,11.6,-,(0),(0),(0),2.6,800,160,15,11,110,0.5,0.2,0.01,0.02,-,-,-,-,Tr,-,-,-,(0),(Tr),Tr,0.1,0,0,0,(0),Tr,0.01,0.7,Tr,0.4,1,0.04,-,(0),2,-,-,-,-,-,-,-,-,-,-
10,10385,1443,＜水産練り製品＞はんぺん　　　　,0,94,393,75.7,9.9,-,1,0.9,0.18,0.19,0.44,15,11.4,-,(0),(0),(0),2,590,160,15,13,110,0.5,0.1,0.02,0.01,-,-,-,-,Tr,-,-,-,(0),(Tr),Tr,0.4,0,0.7,0.2,(0),Tr,0.01,0.7,0.07,0.4,7,0.1,-,(0),1.5,-,-,-,-,-,-,-,-,-,-
10,10386,1444,＜水産練り製品＞さつま揚げ　　　　,0,139,582,67.5,12.5,-,3.7,3,0.51,0.85,1.49,20,13.9,-,(0),(0),(0),2.4,730,60,60,14,70,0.8,0.3,0.08,0.04,-,-,-,-,Tr,-,-,-,(0),(Tr),1,0.4,Tr,0.6,0.3,(0),0.05,0.1,0.5,0.02,1.2,5,0.04,-,(0),1.9,-,-,-,-,-,-,-,-,-,-
10,10387,1445,＜水産練り製品＞魚肉ハム　　　　,0,158,661,66,13.4,-,6.7,6.1,2.22,2.63,1,28,11.1,-,(0),(0),(0),2.8,900,110,45,15,50,1,0.7,0.06,0.11,-,-,-,-,Tr,-,-,-,(0),(Tr),1.6,0.6,0.1,0.6,0.2,(0),0.2,0.6,5,0.05,0.4,5,0.21,-,(0),2.3,-,-,-,-,-,-,-,-,-,-
10,10388,1446,＜水産練り製品＞魚肉ソーセージ　　　　,0,161,674,66.1,11.5,10.1,7.2,6.5,2.53,2.78,0.91,30,12.6,-,(0),(0),(0),2.6,810,70,100,11,200,1,0.4,0.06,0.11,-,-,-,-,Tr,-,-,-,(0),(Tr),0.9,0.2,0,0.1,0,(0),0.2,0.6,5,0.02,0.3,4,0.06,-,(0),2.1,-,-,-,-,-,-,-,-,-,-
11,11001,1447,＜畜肉類＞いのしし　肉　脂身つき　生　　　,0,268,1121,60.1,18.8,-,19.8,18.6,5.83,9.37,2.55,86,0.5,-,(0),(0),(0),0.8,45,270,4,20,170,2.5,3.2,0.12,0.01,0,11,Tr,1,4,-,-,-,Tr,4,0.4,0.5,0,0.1,0,1,0.24,0.29,5.2,0.35,1.7,1,1.02,5,1,0.1,-,-,-,-,-,-,-,-,-,-
11,11002,1448,＜畜肉類＞いのぶた　肉　脂身つき　生　　　,0,304,1272,56.7,18.1,-,24.1,23.2,9.23,10.15,2.81,66,0.3,-,(0),(0),(0),0.8,50,280,4,19,150,0.8,1.8,0.06,0.01,-,-,-,-,11,-,-,-,(0),11,1.1,0.4,0,Tr,0,3,0.62,0.16,6.2,0.48,0.7,Tr,1.23,-,1,0.1,-,-,-,-,-,-,-,-,-,-
11,11003,1449,＜畜肉類＞うさぎ　肉　赤肉　生　　　,0,146,611,72.2,20.5,17.6,6.3,4.7,1.92,1.29,1.29,63,Tr,-,(0),(0),(0),1,35,400,5,27,300,1.3,1,0.05,0.01,-,-,-,-,3,-,-,-,Tr,3,0,0.5,0,0,0,1,0.1,0.19,8.5,0.53,5.6,7,0.74,-,1,0.1,-,-,-,-,-,-,-,-,-,-
11,11004,1450,＜畜肉類＞うし　［和牛肉］　かた　脂身つき　生　,0,286,1197,58.8,17.7,-,22.3,20.6,7.12,11.93,0.66,72,0.3,-,(0),(0),(0),0.9,47,280,4,19,150,0.9,4.9,0.07,0,-,-,-,-,Tr,-,-,-,Tr,Tr,0,0.4,0,Tr,0,7,0.08,0.21,4.3,0.32,1.5,6,1,-,1,0.1,-,-,-,-,-,-,-,-,-,-
11,11005,1451,＜畜肉類＞うし　［和牛肉］　かた　皮下脂肪なし　生　,0,265,1109,60.7,18.3,-,19.8,18.3,6.35,10.51,0.61,71,0.3,-,(0),(0),(0),0.9,48,290,4,19,160,0.8,5.1,0.08,0,-,-,-,-,Tr,-,-,-,Tr,Tr,0,0.4,0,Tr,0,6,0.08,0.22,4.5,0.33,1.6,6,1.04,-,1,0.1,-,-,-,-,-,-,-,-,-,-
11,11006,1452,＜畜肉類＞うし　［和牛肉］　かた　赤肉　生　,0,201,841,66.3,20.2,-,12.2,11.2,4.01,6.22,0.44,66,0.3,-,(0),(0),(0),1,52,320,4,21,170,2.7,5.7,0.09,0,-,-,-,-,0,-,-,-,Tr,0,0,0.3,0,0,0,4,0.09,0.24,4.9,0.37,1.7,7,1.14,-,1,0.1,-,-,-,-,-,-,-,-,-,-
11,11007,1453,＜畜肉類＞うし　［和牛肉］　かた　脂身　生　,0,751,3142,17.8,4,-,78,72.8,24.27,43.38,1.89,110,0,-,(0),(0),(0),0.2,19,81,2,4,35,0.6,0.4,0.02,0,-,-,-,-,3,-,-,-,(0),3,0,0.9,Tr,0.1,0,23,0.02,0.03,1,0.06,0.5,1,0.24,-,0,0,-,-,-,-,-,-,-,-,-,-
11,11008,1454,＜畜肉類＞うし　［和牛肉］　かたロース　脂身つき　生　,0,411,1720,47.9,13.8,(11.8),37.4,(35.0),(12.19),(20.16),(1.06),89,0.2,-,(0),(0),(0),0.7,42,210,3,14,120,0.7,4.6,0.06,0.01,-,-,-,-,3,-,-,-,1,3,0,0.5,0,Tr,0,8,0.06,0.17,3.2,0.18,1.1,6,0.9,-,1,0.1,-,-,-,-,-,-,-,-,-,-
11,11009,1455,＜畜肉類＞うし　［和牛肉］　かたロース　皮下脂肪なし　生　,0,403,1686,48.6,14,(11.9),36.5,(34.1),(11.88),(19.68),(1.04),88,0.2,-,(0),(0),(0),0.7,42,210,3,14,120,0.7,4.6,0.06,0.01,-,-,-,-,3,-,-,-,1,3,0,0.5,0,Tr,0,8,0.06,0.17,3.3,0.18,1.1,6,0.91,-,1,0.1,-,-,-,-,-,-,-,-,-,-
